region,round,team1,seed1,score1,team2,seed2,score2,winner,year
East,First Round,UConn,1,91,Stetson,16,52,UConn,2024
East,First Round,Florida Atlantic,8,65,Northwestern,9,77,Northwestern,2024
East,First Round,San Diego State,5,69,UAB,12,65,San Diego State,2024
East,First Round,Auburn,4,76,Yale,13,78,Yale,2024
East,First Round,BYU,6,67,Duquesne,11,71,Duquesne,2024
East,First Round,Illinois,3,85,Morehead State,14,69,Illinois,2024
East,First Round,Washington State,7,66,Drake,10,61,Washington State,2024
East,First Round,Iowa State,2,82,South Dakota State,15,65,Iowa State,2024
East,Second Round,UConn,1,75,Northwestern,9,58,UConn,2024
East,Second Round,San Diego State,5,85,Yale,13,57,San Diego State,2024
East,Second Round,Duquesne,11,63,Illinois,3,89,Illinois,2024
East,Second Round,Washington State,7,56,Iowa State,2,67,Iowa State,2024
East,Sweet Sixteen,UConn,1,82,San Diego State,5,52,UConn,2024
East,Sweet Sixteen,Illinois,3,72,Iowa State,2,69,Illinois,2024
East,Elite Eight,UConn,1,77,Illinois,3,52,UConn,2024
Midwest,First Round,Purdue,1,78,Grambling,16,50,Purdue,2024
Midwest,First Round,Utah State,8,88,TCU,9,72,Utah State,2024
Midwest,First Round,Gonzaga,5,86,McNeese State,12,65,Gonzaga,2024
Midwest,First Round,Kansas,4,93,Samford,13,89,Kansas,2024
Midwest,First Round,South Carolina,6,73,Oregon,11,87,Oregon,2024
Midwest,First Round,Creighton,3,77,Akron,14,60,Creighton,2024
Midwest,First Round,Texas,7,56,Colorado State,10,44,Texas,2024
Midwest,First Round,Tennessee,2,83,St. Peter's,15,49,Tennessee,2024
Midwest,Second Round,Purdue,1,106,Utah State,8,67,Purdue,2024
Midwest,Second Round,Gonzaga,5,89,Kansas,4,68,Gonzaga,2024
Midwest,Second Round,Oregon,11,73,Creighton,3,86,Creighton,2024
Midwest,Second Round,Texas,7,58,Tennessee,2,62,Tennessee,2024
Midwest,Sweet Sixteen,Purdue,1,80,Gonzaga,5,68,Purdue,2024
Midwest,Sweet Sixteen,Creighton,3,75,Tennessee,2,82,Tennessee,2024
Midwest,Elite Eight,Purdue,1,72,Tennessee,2,66,Purdue,2024
South,First Round,Houston,1,86,Longwood,16,46,Houston,2024
South,First Round,Nebraska,8,83,Texas A&M,9,98,Texas A&M,2024
South,First Round,Wisconsin,5,61,James Madison,12,72,James Madison,2024
South,First Round,Duke,4,64,Vermont,13,47,Duke,2024
South,First Round,Texas Tech,6,67,NC State,11,80,NC State,2024
South,First Round,Kentucky,3,76,Oakland,14,80,Oakland,2024
South,First Round,Florida,7,100,Colorado,10,102,Colorado,2024
South,First Round,Marquette,2,87,Western Kentucky,15,69,Marquette,2024
South,Second Round,Houston,1,100,Texas A&M,9,95,Houston,2024
South,Second Round,James Madison,12,55,Duke,4,93,Duke,2024
South,Second Round,NC State,11,79,Oakland,14,73,NC State,2024
South,Second Round,Colorado,10,77,Marquette,2,81,Marquette,2024
South,Sweet Sixteen,Houston,1,51,Duke,4,54,Duke,2024
South,Sweet Sixteen,NC State,11,67,Marquette,2,58,NC State,2024
South,Elite Eight,Duke,4,64,NC State,11,76,NC State,2024
West,First Round,UNC,1,90,Wagner,16,62,UNC,2024
West,First Round,Mississippi State,8,51,Michigan State,9,69,Michigan State,2024
West,First Round,Saint Mary's,5,66,Grand Canyon,12,75,Grand Canyon,2024
West,First Round,Alabama,4,109,College of Charleston,13,96,Alabama,2024
West,First Round,Clemson,6,77,New Mexico,11,56,Clemson,2024
West,First Round,Baylor,3,92,Colgate,14,67,Baylor,2024
West,First Round,Dayton,7,63,Nevada,10,60,Dayton,2024
West,First Round,Arizona,2,85,Long Beach State,15,65,Arizona,2024
West,Second Round,UNC,1,85,Michigan State,9,69,UNC,2024
West,Second Round,Grand Canyon,12,61,Alabama,4,72,Alabama,2024
West,Second Round,Clemson,6,72,Baylor,3,64,Clemson,2024
West,Second Round,Dayton,7,68,Arizona,2,78,Arizona,2024
West,Sweet Sixteen,UNC,1,87,Alabama,4,89,Alabama,2024
West,Sweet Sixteen,Clemson,6,77,Arizona,2,72,Clemson,2024
West,Elite Eight,Alabama,4,89,Clemson,6,82,Alabama,2024
National,Final Four,UConn,1,86,Alabama,4,72,UConn,2024
National,Final Four,Purdue,1,63,NC State,11,50,Purdue,2024
National,Championship,UConn,1,75,Purdue,1,60,UConn,2024
East,First Round,Purdue,1,58,FDU,16,63,FDU,2023
East,First Round,Memphis,8,65,Florida Atlantic,9,66,Florida Atlantic,2023
East,First Round,Duke,5,74,Oral Roberts,12,51,Duke,2023
East,First Round,Tennessee,4,58,Louisiana,13,55,Tennessee,2023
East,First Round,Kentucky,6,61,Providence,11,53,Kentucky,2023
East,First Round,Kansas State,3,77,Montana State,14,65,Kansas State,2023
East,First Round,Michigan State,7,72,USC,10,62,Michigan State,2023
East,First Round,Marquette,2,78,Vermont,15,61,Marquette,2023
East,Second Round,FDU,16,70,Florida Atlantic,9,78,Florida Atlantic,2023
East,Second Round,Duke,5,52,Tennessee,4,65,Tennessee,2023
East,Second Round,Kentucky,6,69,Kansas State,3,75,Kansas State,2023
East,Second Round,Michigan State,7,69,Marquette,2,60,Michigan State,2023
East,Sweet Sixteen,Florida Atlantic,9,62,Tennessee,4,55,Florida Atlantic,2023
East,Sweet Sixteen,Kansas State,3,98,Michigan State,7,93,Kansas State,2023
East,Elite Eight,Florida Atlantic,9,79,Kansas State,3,76,Florida Atlantic,2023
Midwest,First Round,Houston,1,63,Northern Kentucky,16,52,Houston,2023
Midwest,First Round,Iowa,8,75,Auburn,9,83,Auburn,2023
Midwest,First Round,Miami (FL),5,63,Drake,12,56,Miami (FL),2023
Midwest,First Round,Indiana,4,71,Kent State,13,60,Indiana,2023
Midwest,First Round,Iowa State,6,41,Pitt,11,59,Pitt,2023
Midwest,First Round,Xavier,3,72,Kennesaw State,14,67,Xavier,2023
Midwest,First Round,Texas A&M,7,59,Penn State,10,76,Penn State,2023
Midwest,First Round,Texas,2,81,Colgate,15,61,Texas,2023
Midwest,Second Round,Houston,1,81,Auburn,9,64,Houston,2023
Midwest,Second Round,Miami (FL),5,85,Indiana,4,69,Miami (FL),2023
Midwest,Second Round,Pitt,11,73,Xavier,3,84,Xavier,2023
Midwest,Second Round,Penn State,10,66,Texas,2,71,Texas,2023
Midwest,Sweet Sixteen,Houston,1,75,Miami (FL),5,89,Miami (FL),2023
Midwest,Sweet Sixteen,Xavier,3,71,Texas,2,83,Texas,2023
Midwest,Elite Eight,Miami (FL),5,88,Texas,2,81,Miami (FL),2023
South,First Round,Alabama,1,96,Texas A&M-Corpus Christi,16,75,Alabama,2023
South,First Round,Maryland,8,67,West Virginia,9,65,Maryland,2023
South,First Round,San Diego State,5,63,College of Charleston,12,57,San Diego State,2023
South,First Round,Virginia,4,67,Furman,13,68,Furman,2023
South,First Round,Creighton,6,72,NC State,11,63,Creighton,2023
South,First Round,Baylor,3,74,UCSB,14,56,Baylor,2023
South,First Round,Missouri,7,76,Utah State,10,65,Missouri,2023
South,First Round,Arizona,2,55,Princeton,15,59,Princeton,2023
South,Second Round,Alabama,1,73,Maryland,8,51,Alabama,2023
South,Second Round,San Diego State,5,75,Furman,13,52,San Diego State,2023
South,Second Round,Creighton,6,85,Baylor,3,76,Creighton,2023
South,Second Round,Missouri,7,63,Princeton,15,78,Princeton,2023
South,Sweet Sixteen,Alabama,1,64,San Diego State,5,71,San Diego State,2023
South,Sweet Sixteen,Creighton,6,86,Princeton,15,75,Creighton,2023
South,Elite Eight,San Diego State,5,57,Creighton,6,56,San Diego State,2023
West,First Round,Kansas,1,96,Howard,16,68,Kansas,2023
West,First Round,Arkansas,8,73,Illinois,9,63,Arkansas,2023
West,First Round,Saint Mary's,5,63,VCU,12,51,Saint Mary's,2023
West,First Round,UConn,4,87,Iona,13,63,UConn,2023
West,First Round,TCU,6,72,Arizona State,11,70,TCU,2023
West,First Round,Gonzaga,3,82,Grand Canyon,14,70,Gonzaga,2023
West,First Round,Northwestern,7,75,Boise State,10,67,Northwestern,2023
West,First Round,UCLA,2,86,UNC Asheville,15,53,UCLA,2023
West,Second Round,Kansas,1,71,Arkansas,8,72,Arkansas,2023
West,Second Round,Saint Mary's,5,55,UConn,4,70,UConn,2023
West,Second Round,TCU,6,81,Gonzaga,3,84,Gonzaga,2023
West,Second Round,Northwestern,7,63,UCLA,2,68,UCLA,2023
West,Sweet Sixteen,Arkansas,8,65,UConn,4,88,UConn,2023
West,Sweet Sixteen,Gonzaga,3,79,UCLA,2,76,Gonzaga,2023
West,Elite Eight,UConn,4,82,Gonzaga,3,54,UConn,2023
National,Final Four,Florida Atlantic,9,71,San Diego State,5,72,San Diego State,2023
National,Final Four,Miami (FL),5,59,UConn,4,72,UConn,2023
National,Championship,San Diego State,5,59,UConn,4,76,UConn,2023
East,First Round,Baylor,1,85,Norfolk State,16,49,Baylor,2022
East,First Round,UNC,8,95,Marquette,9,63,UNC,2022
East,First Round,Saint Mary's,5,82,Indiana,12,53,Saint Mary's,2022
East,First Round,UCLA,4,57,Akron,13,53,UCLA,2022
East,First Round,Texas,6,81,Virginia Tech,11,73,Texas,2022
East,First Round,Purdue,3,78,Yale,14,56,Purdue,2022
East,First Round,Murray State,7,92,San Francisco,10,87,Murray State,2022
East,First Round,Kentucky,2,79,St. Peter's,15,85,St. Peter's,2022
East,Second Round,Baylor,1,86,UNC,8,93,UNC,2022
East,Second Round,Saint Mary's,5,56,UCLA,4,72,UCLA,2022
East,Second Round,Texas,6,71,Purdue,3,81,Purdue,2022
East,Second Round,Murray State,7,60,St. Peter's,15,70,St. Peter's,2022
East,Sweet Sixteen,UNC,8,73,UCLA,4,66,UNC,2022
East,Sweet Sixteen,Purdue,3,64,St. Peter's,15,67,St. Peter's,2022
East,Elite Eight,UNC,8,69,St. Peter's,15,49,UNC,2022
Midwest,First Round,Kansas,1,83,Texas Southern,16,56,Kansas,2022
Midwest,First Round,San Diego State,8,69,Creighton,9,72,Creighton,2022
Midwest,First Round,Iowa,5,63,Richmond,12,67,Richmond,2022
Midwest,First Round,Providence,4,66,South Dakota State,13,57,Providence,2022
Midwest,First Round,LSU,6,54,Iowa State,11,59,Iowa State,2022
Midwest,First Round,Wisconsin,3,67,Colgate,14,60,Wisconsin,2022
Midwest,First Round,USC,7,66,Miami (FL),10,68,Miami (FL),2022
Midwest,First Round,Auburn,2,80,Jacksonville State,15,61,Auburn,2022
Midwest,Second Round,Kansas,1,79,Creighton,9,72,Kansas,2022
Midwest,Second Round,Richmond,12,51,Providence,4,79,Providence,2022
Midwest,Second Round,Iowa State,11,54,Wisconsin,3,49,Iowa State,2022
Midwest,Second Round,Miami (FL),10,79,Auburn,2,61,Miami (FL),2022
Midwest,Sweet Sixteen,Kansas,1,66,Providence,4,61,Kansas,2022
Midwest,Sweet Sixteen,Iowa State,11,56,Miami (FL),10,70,Miami (FL),2022
Midwest,Elite Eight,Kansas,1,76,Miami (FL),10,50,Kansas,2022
South,First Round,Arizona,1,87,Wright State,16,70,Arizona,2022
South,First Round,Seton Hall,8,42,TCU,9,69,TCU,2022
South,First Round,Houston,5,82,UAB,12,68,Houston,2022
South,First Round,Illinois,4,54,Chattanooga,13,53,Illinois,2022
South,First Round,Colorado State,6,63,Michigan,11,75,Michigan,2022
South,First Round,Tennessee,3,88,Longwood,14,56,Tennessee,2022
South,First Round,Ohio State,7,54,Loyola (IL),10,41,Ohio State,2022
South,First Round,Villanova,2,80,Delaware,15,60,Villanova,2022
South,Second Round,Arizona,1,85,TCU,9,80,Arizona,2022
South,Second Round,Houston,5,68,Illinois,4,53,Houston,2022
South,Second Round,Michigan,11,76,Tennessee,3,68,Michigan,2022
South,Second Round,Ohio State,7,61,Villanova,2,71,Villanova,2022
South,Sweet Sixteen,Arizona,1,60,Houston,5,72,Houston,2022
South,Sweet Sixteen,Michigan,11,55,Villanova,2,63,Villanova,2022
South,Elite Eight,Houston,5,44,Villanova,2,50,Villanova,2022
West,First Round,Gonzaga,1,93,Georgia State,16,72,Gonzaga,2022
West,First Round,Boise State,8,53,Memphis,9,64,Memphis,2022
West,First Round,UConn,5,63,New Mexico State,12,70,New Mexico State,2022
West,First Round,Arkansas,4,75,Vermont,13,71,Arkansas,2022
West,First Round,Alabama,6,64,Notre Dame,11,78,Notre Dame,2022
West,First Round,Texas Tech,3,97,Montana State,14,62,Texas Tech,2022
West,First Round,Michigan State,7,74,Davidson,10,73,Michigan State,2022
West,First Round,Duke,2,78,Cal State Fullerton,15,61,Duke,2022
West,Second Round,Gonzaga,1,82,Memphis,9,78,Gonzaga,2022
West,Second Round,New Mexico State,12,48,Arkansas,4,53,Arkansas,2022
West,Second Round,Notre Dame,11,53,Texas Tech,3,59,Texas Tech,2022
West,Second Round,Michigan State,7,76,Duke,2,85,Duke,2022
West,Sweet Sixteen,Gonzaga,1,68,Arkansas,4,74,Arkansas,2022
West,Sweet Sixteen,Texas Tech,3,73,Duke,2,78,Duke,2022
West,Elite Eight,Arkansas,4,69,Duke,2,78,Duke,2022
National,Final Four,Villanova,2,65,Kansas,1,81,Kansas,2022
National,Final Four,Duke,2,77,UNC,8,81,UNC,2022
National,Championship,Kansas,1,72,UNC,8,69,Kansas,2022
East,First Round,Duke,1,85,North Dakota State,16,62,Duke,2019
East,First Round,VCU,8,58,UCF,9,73,UCF,2019
East,First Round,Mississippi State,5,76,Liberty,12,80,Liberty,2019
East,First Round,Virginia Tech,4,66,Saint Louis,13,52,Virginia Tech,2019
East,First Round,Maryland,6,79,Belmont,11,77,Maryland,2019
East,First Round,LSU,3,79,Yale,14,74,LSU,2019
East,First Round,Louisville,7,76,Minnesota,10,86,Minnesota,2019
East,First Round,Michigan State,2,76,Bradley,15,65,Michigan State,2019
East,Second Round,Duke,1,77,UCF,9,76,Duke,2019
East,Second Round,Liberty,12,58,Virginia Tech,4,67,Virginia Tech,2019
East,Second Round,Maryland,6,67,LSU,3,69,LSU,2019
East,Second Round,Minnesota,10,50,Michigan State,2,70,Michigan State,2019
East,Sweet Sixteen,Duke,1,75,Virginia Tech,4,73,Duke,2019
East,Sweet Sixteen,LSU,3,63,Michigan State,2,80,Michigan State,2019
East,Elite Eight,Duke,1,67,Michigan State,2,68,Michigan State,2019
Midwest,First Round,UNC,1,88,Iona,16,73,UNC,2019
Midwest,First Round,Utah State,8,61,Washington,9,78,Washington,2019
Midwest,First Round,Auburn,5,78,New Mexico State,12,77,Auburn,2019
Midwest,First Round,Kansas,4,87,Northeastern,13,53,Kansas,2019
Midwest,First Round,Iowa State,6,59,Ohio State,11,62,Ohio State,2019
Midwest,First Round,Houston,3,84,Georgia State,14,55,Houston,2019
Midwest,First Round,Wofford,7,84,Seton Hall,10,68,Wofford,2019
Midwest,First Round,Kentucky,2,79,Abilene Christian,15,44,Kentucky,2019
Midwest,Second Round,UNC,1,81,Washington,9,59,UNC,2019
Midwest,Second Round,Auburn,5,89,Kansas,4,75,Auburn,2019
Midwest,Second Round,Ohio State,11,59,Houston,3,74,Houston,2019
Midwest,Second Round,Wofford,7,56,Kentucky,2,62,Kentucky,2019
Midwest,Sweet Sixteen,UNC,1,80,Auburn,5,97,Auburn,2019
Midwest,Sweet Sixteen,Houston,3,58,Kentucky,2,62,Kentucky,2019
Midwest,Elite Eight,Auburn,5,77,Kentucky,2,71,Auburn,2019
South,First Round,Virginia,1,71,Gardner-Webb,16,56,Virginia,2019
South,First Round,Ole Miss,8,72,Oklahoma,9,95,Oklahoma,2019
South,First Round,Wisconsin,5,54,Oregon,12,72,Oregon,2019
South,First Round,Kansas State,4,64,UC-Irvine,13,70,UC-Irvine,2019
South,First Round,Villanova,6,61,Saint Mary's,11,57,Villanova,2019
South,First Round,Purdue,3,61,Old Dominion,14,48,Purdue,2019
South,First Round,Cincinnati,7,72,Iowa,10,79,Iowa,2019
South,First Round,Tennessee,2,77,Colgate,15,70,Tennessee,2019
South,Second Round,Virginia,1,63,Oklahoma,9,51,Virginia,2019
South,Second Round,Oregon,12,73,UC-Irvine,13,54,Oregon,2019
South,Second Round,Villanova,6,61,Purdue,3,87,Purdue,2019
South,Second Round,Iowa,10,77,Tennessee,2,83,Tennessee,2019
South,Sweet Sixteen,Virginia,1,53,Oregon,12,49,Virginia,2019
South,Sweet Sixteen,Purdue,3,99,Tennessee,2,94,Purdue,2019
South,Elite Eight,Virginia,1,80,Purdue,3,75,Virginia,2019
West,First Round,Gonzaga,1,87,FDU,16,49,Gonzaga,2019
West,First Round,Syracuse,8,69,Baylor,9,78,Baylor,2019
West,First Round,Marquette,5,64,Murray State,12,83,Murray State,2019
West,First Round,Florida State,4,76,Vermont,13,69,Florida State,2019
West,First Round,Buffalo,6,91,Arizona State,11,74,Buffalo,2019
West,First Round,Texas Tech,3,72,Northern Kentucky,14,57,Texas Tech,2019
West,First Round,Nevada,7,61,Florida,10,70,Florida,2019
West,First Round,Michigan,2,74,Montana,15,55,Michigan,2019
West,Second Round,Gonzaga,1,83,Baylor,9,71,Gonzaga,2019
West,Second Round,Murray State,12,62,Florida State,4,90,Florida State,2019
West,Second Round,Buffalo,6,58,Texas Tech,3,78,Texas Tech,2019
West,Second Round,Florida,10,49,Michigan,2,64,Michigan,2019
West,Sweet Sixteen,Gonzaga,1,72,Florida State,4,58,Gonzaga,2019
West,Sweet Sixteen,Texas Tech,3,63,Michigan,2,44,Texas Tech,2019
West,Elite Eight,Gonzaga,1,69,Texas Tech,3,75,Texas Tech,2019
National,Final Four,Virginia,1,63,Auburn,5,62,Virginia,2019
National,Final Four,Texas Tech,3,61,Michigan State,2,51,Texas Tech,2019
National,Championship,Virginia,1,85,Texas Tech,3,77,Virginia,2019
East,First Round,Villanova,1,87,Radford,16,61,Villanova,2018
East,First Round,Virginia Tech,8,83,Alabama,9,86,Alabama,2018
East,First Round,West Virginia,5,85,Murray State,12,68,West Virginia,2018
East,First Round,Wichita State,4,75,Marshall,13,81,Marshall,2018
East,First Round,Florida,6,77,St. Bonaventure,11,62,Florida,2018
East,First Round,Texas Tech,3,70,Stephen F. Austin,14,60,Texas Tech,2018
East,First Round,Arkansas,7,62,Butler,10,79,Butler,2018
East,First Round,Purdue,2,74,Cal State Fullerton,15,48,Purdue,2018
East,Second Round,Villanova,1,81,Alabama,9,58,Villanova,2018
East,Second Round,West Virginia,5,94,Marshall,13,71,West Virginia,2018
East,Second Round,Florida,6,66,Texas Tech,3,69,Texas Tech,2018
East,Second Round,Butler,10,73,Purdue,2,76,Purdue,2018
East,Sweet Sixteen,Villanova,1,90,West Virginia,5,78,Villanova,2018
East,Sweet Sixteen,Texas Tech,3,78,Purdue,2,65,Texas Tech,2018
East,Elite Eight,Villanova,1,71,Texas Tech,3,59,Villanova,2018
Midwest,First Round,Kansas,1,76,Penn,16,60,Kansas,2018
Midwest,First Round,Seton Hall,8,94,NC State,9,83,Seton Hall,2018
Midwest,First Round,Clemson,5,79,New Mexico State,12,68,Clemson,2018
Midwest,First Round,Auburn,4,62,College of Charleston,13,58,Auburn,2018
Midwest,First Round,TCU,6,52,Syracuse,11,57,Syracuse,2018
Midwest,First Round,Michigan State,3,82,Bucknell,14,78,Michigan State,2018
Midwest,First Round,Rhode Island,7,83,Oklahoma,10,78,Rhode Island,2018
Midwest,First Round,Duke,2,89,Iona,15,67,Duke,2018
Midwest,Second Round,Kansas,1,83,Seton Hall,8,79,Kansas,2018
Midwest,Second Round,Clemson,5,84,Auburn,4,53,Clemson,2018
Midwest,Second Round,Syracuse,11,55,Michigan State,3,53,Syracuse,2018
Midwest,Second Round,Rhode Island,7,62,Duke,2,87,Duke,2018
Midwest,Sweet Sixteen,Kansas,1,80,Clemson,5,76,Kansas,2018
Midwest,Sweet Sixteen,Syracuse,11,65,Duke,2,69,Duke,2018
Midwest,Elite Eight,Kansas,1,85,Duke,2,81,Kansas,2018
South,First Round,Virginia,1,54,UMBC,16,74,UMBC,2018
South,First Round,Creighton,8,59,Kansas State,9,69,Kansas State,2018
South,First Round,Kentucky,5,78,Davidson,12,73,Kentucky,2018
South,First Round,Arizona,4,68,Buffalo,13,89,Buffalo,2018
South,First Round,Miami (FL),6,62,Loyola (IL),11,64,Loyola (IL),2018
South,First Round,Tennessee,3,73,Wright State,14,47,Tennessee,2018
South,First Round,Nevada,7,87,Texas,10,83,Nevada,2018
South,First Round,Cincinnati,2,68,Georgia State,15,53,Cincinnati,2018
South,Second Round,UMBC,16,43,Kansas State,9,50,Kansas State,2018
South,Second Round,Kentucky,5,95,Buffalo,13,75,Kentucky,2018
South,Second Round,Loyola (IL),11,63,Tennessee,3,62,Loyola (IL),2018
South,Second Round,Nevada,7,75,Cincinnati,2,73,Nevada,2018
South,Sweet Sixteen,Kansas State,9,61,Kentucky,5,58,Kansas State,2018
South,Sweet Sixteen,Loyola (IL),11,69,Nevada,7,68,Loyola (IL),2018
South,Elite Eight,Kansas State,9,62,Loyola (IL),11,78,Loyola (IL),2018
West,First Round,Xavier,1,102,Texas Southern,16,83,Xavier,2018
West,First Round,Missouri,8,54,Florida State,9,67,Florida State,2018
West,First Round,Ohio State,5,81,South Dakota State,12,73,Ohio State,2018
West,First Round,Gonzaga,4,68,UNC Greensboro,13,64,Gonzaga,2018
West,First Round,Houston,6,67,San Diego State,11,65,Houston,2018
West,First Round,Michigan,3,61,Montana,14,47,Michigan,2018
West,First Round,Texas A&M,7,73,Providence,10,69,Texas A&M,2018
West,First Round,UNC,2,84,Lipscomb,15,66,UNC,2018
West,Second Round,Xavier,1,70,Florida State,9,75,Florida State,2018
West,Second Round,Ohio State,5,84,Gonzaga,4,90,Gonzaga,2018
West,Second Round,Houston,6,63,Michigan,3,64,Michigan,2018
West,Second Round,Texas A&M,7,86,UNC,2,65,Texas A&M,2018
West,Sweet Sixteen,Florida State,9,75,Gonzaga,4,60,Florida State,2018
West,Sweet Sixteen,Michigan,3,99,Texas A&M,7,72,Michigan,2018
West,Elite Eight,Florida State,9,54,Michigan,3,58,Michigan,2018
National,Final Four,Villanova,1,95,Kansas,1,79,Villanova,2018
National,Final Four,Loyola (IL),11,57,Michigan,3,69,Michigan,2018
National,Championship,Villanova,1,79,Michigan,3,62,Villanova,2018
East,First Round,Villanova,1,76,Mount St. Mary's,16,56,Villanova,2017
East,First Round,Wisconsin,8,84,Virginia Tech,9,74,Wisconsin,2017
East,First Round,Virginia,5,76,UNC Wilmington,12,71,Virginia,2017
East,First Round,Florida,4,80,ETSU,13,65,Florida,2017
East,First Round,SMU,6,65,USC,11,66,USC,2017
East,First Round,Baylor,3,91,New Mexico State,14,73,Baylor,2017
East,First Round,South Carolina,7,93,Marquette,10,73,South Carolina,2017
East,First Round,Duke,2,87,Troy,15,65,Duke,2017
East,Second Round,Villanova,1,62,Wisconsin,8,65,Wisconsin,2017
East,Second Round,Virginia,5,39,Florida,4,65,Florida,2017
East,Second Round,USC,11,78,Baylor,3,82,Baylor,2017
East,Second Round,South Carolina,7,88,Duke,2,81,South Carolina,2017
East,Sweet Sixteen,Wisconsin,8,83,Florida,4,84,Florida,2017
East,Sweet Sixteen,Baylor,3,50,South Carolina,7,70,South Carolina,2017
East,Elite Eight,Florida,4,70,South Carolina,7,77,South Carolina,2017
Midwest,First Round,Kansas,1,100,UC-Davis,16,62,Kansas,2017
Midwest,First Round,Miami (FL),8,58,Michigan State,9,78,Michigan State,2017
Midwest,First Round,Iowa State,5,84,Nevada,12,73,Iowa State,2017
Midwest,First Round,Purdue,4,80,Vermont,13,70,Purdue,2017
Midwest,First Round,Creighton,6,72,Rhode Island,11,84,Rhode Island,2017
Midwest,First Round,Oregon,3,93,Iona,14,77,Oregon,2017
Midwest,First Round,Michigan,7,92,Oklahoma State,10,91,Michigan,2017
Midwest,First Round,Louisville,2,78,Jacksonville State,15,63,Louisville,2017
Midwest,Second Round,Kansas,1,90,Michigan State,9,70,Kansas,2017
Midwest,Second Round,Iowa State,5,76,Purdue,4,80,Purdue,2017
Midwest,Second Round,Rhode Island,11,72,Oregon,3,75,Oregon,2017
Midwest,Second Round,Michigan,7,73,Louisville,2,69,Michigan,2017
Midwest,Sweet Sixteen,Kansas,1,98,Purdue,4,66,Kansas,2017
Midwest,Sweet Sixteen,Oregon,3,69,Michigan,7,68,Oregon,2017
Midwest,Elite Eight,Kansas,1,60,Oregon,3,74,Oregon,2017
South,First Round,UNC,1,103,Texas Southern,16,64,UNC,2017
South,First Round,Arkansas,8,77,Seton Hall,9,71,Arkansas,2017
South,First Round,Minnesota,5,72,Middle Tennessee,12,81,Middle Tennessee,2017
South,First Round,Butler,4,76,Winthrop,13,64,Butler,2017
South,First Round,Cincinnati,6,75,Kansas State,11,61,Cincinnati,2017
South,First Round,UCLA,3,97,Kent State,14,80,UCLA,2017
South,First Round,Dayton,7,58,Wichita State,10,64,Wichita State,2017
South,First Round,Kentucky,2,79,Northern Kentucky,15,70,Kentucky,2017
South,Second Round,UNC,1,72,Arkansas,8,65,UNC,2017
South,Second Round,Middle Tennessee,12,65,Butler,4,74,Butler,2017
South,Second Round,Cincinnati,6,67,UCLA,3,79,UCLA,2017
South,Second Round,Wichita State,10,62,Kentucky,2,65,Kentucky,2017
South,Sweet Sixteen,UNC,1,92,Butler,4,80,UNC,2017
South,Sweet Sixteen,UCLA,3,75,Kentucky,2,86,Kentucky,2017
South,Elite Eight,UNC,1,75,Kentucky,2,73,UNC,2017
West,First Round,Gonzaga,1,66,South Dakota State,16,46,Gonzaga,2017
West,First Round,Northwestern,8,68,Vanderbilt,9,66,Northwestern,2017
West,First Round,Notre Dame,5,60,Princeton,12,58,Notre Dame,2017
West,First Round,West Virginia,4,86,Bucknell,13,80,West Virginia,2017
West,First Round,Maryland,6,65,Xavier,11,76,Xavier,2017
West,First Round,Florida State,3,86,Florida Gulf Coast,14,80,Florida State,2017
West,First Round,Saint Mary's,7,85,VCU,10,77,Saint Mary's,2017
West,First Round,Arizona,2,100,North Dakota,15,82,Arizona,2017
West,Second Round,Gonzaga,1,79,Northwestern,8,73,Gonzaga,2017
West,Second Round,Notre Dame,5,71,West Virginia,4,83,West Virginia,2017
West,Second Round,Xavier,11,91,Florida State,3,66,Xavier,2017
West,Second Round,Saint Mary's,7,60,Arizona,2,69,Arizona,2017
West,Sweet Sixteen,Gonzaga,1,61,West Virginia,4,58,Gonzaga,2017
West,Sweet Sixteen,Xavier,11,73,Arizona,2,71,Xavier,2017
West,Elite Eight,Gonzaga,1,83,Xavier,11,59,Gonzaga,2017
National,Final Four,Oregon,3,76,UNC,1,77,UNC,2017
National,Final Four,South Carolina,7,73,Gonzaga,1,77,Gonzaga,2017
National,Championship,UNC,1,71,Gonzaga,1,65,UNC,2017
East,First Round,UNC,1,83,Florida Gulf Coast,16,67,UNC,2016
East,First Round,USC,8,69,Providence,9,70,Providence,2016
East,First Round,Indiana,5,99,Chattanooga,12,74,Indiana,2016
East,First Round,Kentucky,4,85,Stony Brook,13,57,Kentucky,2016
East,First Round,Notre Dame,6,70,Michigan,11,63,Notre Dame,2016
East,First Round,West Virginia,3,56,Stephen F. Austin,14,70,Stephen F. Austin,2016
East,First Round,Wisconsin,7,47,Pitt,10,43,Wisconsin,2016
East,First Round,Xavier,2,71,Weber State,15,53,Xavier,2016
East,Second Round,UNC,1,85,Providence,9,66,UNC,2016
East,Second Round,Indiana,5,73,Kentucky,4,67,Indiana,2016
East,Second Round,Notre Dame,6,76,Stephen F. Austin,14,75,Notre Dame,2016
East,Second Round,Wisconsin,7,66,Xavier,2,63,Wisconsin,2016
East,Sweet Sixteen,UNC,1,101,Indiana,5,86,UNC,2016
East,Sweet Sixteen,Notre Dame,6,61,Wisconsin,7,56,Notre Dame,2016
East,Elite Eight,UNC,1,88,Notre Dame,6,74,UNC,2016
Midwest,First Round,Virginia,1,81,Hampton,16,45,Virginia,2016
