Rk,School,Conf,,W,L,Pts,Opp,MOV,,SOS,,OSRS,DSRS,SRS,ORtg,DRtg,NRtg
262,Davidson,Ind,,7,24,65.2,73.1,-7.97,,-5.40,,-13.76,-1.03,-14.79,,,
263,Radford,Big South,,15,13,78.4,80.6,-2.18,,-9.87,,-4.95,-9.88,-14.83,,,
264,Cornell,Ivy,,10,16,66.4,73.9,-7.54,,-5.90,,-10.79,-4.23,-15.02,,,
265,Nicholls State,Ind,,12,16,70.9,74.9,-3.96,,-8.35,,-10.47,-4.63,-15.10,,,
266,Eastern Kentucky,OVC,,7,22,65.4,75.0,-9.62,,-3.87,,-14.67,-0.61,-15.28,,,
267,New Hampshire,NAC,,4,22,71.0,80.7,-9.73,,-6.16,,-5.88,-9.63,-15.51,,,
268,Saint Francis (PA),NEC,,13,16,79.0,81.3,-2.24,,-12.30,,-3.89,-11.93,-15.82,,,
269,Hardin-Simmons,TAAC,,8,19,65.4,73.9,-8.48,,-4.10,,-14.02,-1.86,-15.88,,,
270,Prairie View,SWAC,,11,16,74.5,80.3,-5.78,,-8.35,,-8.99,-7.07,-16.07,,,
271,Tennessee State,OVC,,4,24,70.2,80.5,-10.25,,-4.64,,-9.64,-6.51,-16.16,,,
272,Colgate,NAC,,6,22,65.3,75.5,-10.14,,-6.26,,-11.60,-4.65,-16.26,,,
273,Youngstown State,Ind,,5,23,75.3,84.4,-9.07,,-3.36,,-3.01,-13.64,-16.65,,,
274,Liberty,Ind,,10,17,72.0,78.6,-6.59,,-8.86,,-8.13,-8.58,-16.70,,,
275,William & Mary,CAA,,5,23,67.0,78.5,-11.43,,-3.95,,-10.94,-5.78,-16.72,,,
276,Vermont,NAC,,6,21,67.8,77.9,-10.11,,-6.44,,-10.71,-6.13,-16.84,,,
277,Loyola (MD),NEC,,10,18,81.9,85.0,-3.07,,-11.61,,-1.83,-15.43,-17.26,,,
278,Long Island University,NEC,,9,19,74.3,79.1,-4.79,,-11.89,,-9.14,-8.34,-17.48,,,
279,Rider,ECC,,5,23,71.7,82.0,-10.32,,-5.50,,-7.31,-10.19,-17.50,,,
280,Brown,Ivy,,7,19,70.9,80.7,-9.77,,-6.01,,-7.61,-10.24,-17.84,,,
281,Howard,MEAC,,9,19,65.1,69.4,-4.32,,-12.62,,-17.92,0.01,-17.91,,,
282,St. Francis (NY),NEC,,14,16,68.9,69.5,-0.63,,-13.22,,-9.90,-8.64,-18.54,,,
283,UCF,Ind,,7,20,74.0,84.3,-10.33,,-5.46,,-5.02,-13.88,-18.89,,,
284,Northern Arizona,Big Sky,,2,25,60.3,78.1,-17.85,,-1.57,,-15.41,-4.02,-19.43,,,
285,Alcorn State,SWAC,,5,23,67.7,81.9,-14.21,,-4.00,,-12.98,-6.64,-19.62,,,
286,Columbia,Ivy,,8,18,66.4,74.4,-8.04,,-8.81,,-12.14,-7.71,-19.85,,,
287,Augusta,Big South,,5,23,75.3,85.6,-10.29,,-7.09,,-3.02,-17.23,-20.25,,,
288,Central Connecticut State,Ind,,10,18,69.5,79.4,-9.93,,-5.52,,-10.89,-9.38,-20.27,,,
289,Delaware State,MEAC,,11,17,84.2,90.1,-5.96,,-13.27,,2.30,-23.74,-21.44,,,
290,Wagner,NEC,,11,16,75.1,84.0,-8.89,,-11.93,,-6.53,-15.00,-21.53,,,
291,Southeastern Louisiana,Ind,,3,24,59.2,73.7,-14.44,,-8.10,,-20.84,-2.93,-23.77,,,
292,Maryland-Eastern Shore,MEAC,,1,26,73.7,94.1,-20.37,,-10.08,,-7.90,-21.99,-29.89,,,
293,Brooklyn,Ind,,4,23,66.8,82.4,-15.63,,-8.46,,-17.61,-13.39,-31.00,,,
